114,1
130,1
36,1
129,1
90,1
120,1
23,1
100,1
36,1
128,1
132,1
88,1
146,1
35,1
74,1
64,1
111,1
134,1
127,1
136,1
42,1
133,1
1,1
142,1
5,1
108,1
102,1
111,1
77,1
88,1
49,1
54,1
91,1
113,1
47,1
110,1
115,1
74,1
64,1
145,1
45,1
111,1
24,1
83,1
127,1
17,1
133,1
13,1
145,1
13,1
17,1
114,1
30,1
8,1
82,1
150,1
134,1
63,1
33,1
57,1
149,1
90,1
42,1
34,1
111,1
57,1
4,1
122,1
88,1
16,1
83,1
68,1
64,1
87,1
148,1
128,1
10,1
76,1
60,1
120,1
128,1
142,1
52,1
111,1
140,1
58,1
7,1
16,1
7,1
95,1
32,1
22,1
88,1
140,1
44,1
110,1
34,1
79,1
133,1
17,1
36,1
82,1
63,1
56,1
19,1
151,1
133,1
23,1
137,1
5,1
59,1
9,1
7,1
118,1
104,1
111,1
133,1
40,1
86,1
31,1
113,1
92,1
36,1
127,1
32,1
138,1
46,1
23,1
36,1
10,1
74,1
133,1
4,1
35,1
17,1
90,1
28,1
29,1
119,1
64,1
79,1
5,1
36,1
29,1
55,1
145,1
10,1
14,1
6,1
140,1
20,1
144,1
54,1
89,1
21,1
143,1
39,1
130,1
79,1
59,1
90,1
146,1
27,1
42,1
29,1
148,1
5,1
37,1
14,1
133,1
151,1
82,1
28,1
103,1
14,1
25,1
116,1
104,1
40,1
116,1
122,1
89,1
126,1
86,1
56,1
7,1
81,1
11,1
26,1
127,1
133,1
118,1
82,1
9,1
4,1
108,1
85,1
57,1
109,1
126,1
39,1
36,1
30,1
22,1
56,1
150,1
120,1
47,1
60,1
54,1
14,1
71,1
71,1
126,1
85,1
8,1
18,1
9,1
27,1
54,1
127,1
62,1
101,1
1,1
93,1
68,1
88,1
120,1
30,1
29,1
32,1
78,1
1,1
101,1
123,1
71,1
105,1
125,1
144,1
89,1
88,1
7,1
2,1
144,1
107,1
41,1
124,1
140,1
93,1
133,1
19,1
88,1
81,1
125,1
35,1
102,1
6,1
33,1
56,1
130,1
1,1
10,1
68,1
42,1
8,1
43,1
117,1
144,1
40,1
10,1
116,1
37,1
116,1
141,1
16,1
77,1
23,1
57,1
8,1
111,1
50,1
57,1
47,1
128,1
10,1
110,1
16,1
29,1
21,1
76,1
88,1
142,1
41,1
31,1
101,1
150,1
134,1
62,1
69,1
6,1
115,1
92,1
75,1
72,1
65,1
80,1
4,1
101,1
81,1
70,1
33,1
101,1
21,1
84,1
139,1
35,1
85,1
57,1
83,1
62,1
2,1
54,1
133,1
54,1
88,1
44,1
149,1
123,1
62,1
88,1
104,1
95,1
72,1
108,1
14,1
75,1
42,1
84,1
94,1
66,1
30,1
30,1
130,1
81,1
36,1
67,1
128,1
61,1
58,1
144,1
6,1
114,1
112,1
150,1
31,1
7,1
137,1
136,1
88,1
72,1
62,1
101,1
33,1
46,1
66,1
57,1
151,1
122,1
37,1
36,1
47,1
5,1
59,1
96,1
15,1
91,1
52,1
31,1
57,1
147,1
6,1
13,1
47,1
102,1
88,1
88,1
128,1
144,1
45,1
57,1
57,1
146,1
111,1
85,1
133,1
4,1
28,1
11,1
131,1
133,1
72,1
128,1
19,1
17,1
17,1
133,1
102,1
86,1
0,1
122,1
95,1
22,1
145,1
10,1
142,1
47,1
29,1
12,1
130,1
122,1
7,1
82,1
11,1
112,1
45,1
47,1
88,1
138,1
96,1
36,1
5,1
69,1
17,1
102,1
99,1
14,1
1,1
70,1
13,1
36,1
9,1
122,1
68,1
56,1
84,1
97,1
128,1
130,1
47,1
137,1
69,1
33,1
148,1
139,1
17,1
56,1
68,1
80,1
46,1
45,1
136,1
123,1
5,1
124,1
150,1
33,1
149,1
30,1
61,1
30,1
133,1
48,1
6,1
94,1
57,1
37,1
111,1
6,1
47,1
24,1
110,1
1,1
33,1
133,1
34,1
126,1
64,1
3,1
88,1
4,1
127,1
5,1
126,1
16,1
139,1
74,1
150,1
6,1
107,1
58,1
109,1
122,1
122,1
23,1
72,1
97,1
57,1
4,1
133,1
34,1
142,1
140,1
16,1
11,1
113,1
54,1
84,1
129,1
144,1
111,1
127,1
53,1
64,1
9,1
125,1
130,1
72,1
112,1
31,1
66,1
102,1
142,1
127,1
36,1
63,1
67,1
8,1
3,1
46,1
62,1
126,1
124,1
111,1
29,1
134,1
81,1
13,1
119,1
29,1
57,1
133,1
42,1
111,1
23,1
110,1
78,1
46,1
96,1
36,1
57,1
59,1
83,1
3,1
59,1
143,1
36,1
4,1
130,1
150,1
128,1
74,1
135,1
2,1
45,1
134,1
133,1
33,1
52,1
4,1
8,1
48,1
5,1
99,1
64,1
74,1
32,1
75,1
28,1
123,1
123,1
23,1
107,1
68,1
76,1
82,1
42,1
72,1
23,1
138,1
59,1
123,1
59,1
129,1
1,1
128,1
51,1
4,1
99,1
2,1
103,1
103,1
36,1
52,1
23,1
9,1
33,1
140,1
151,1
47,1
5,1
35,1
120,1
8,1
115,1
8,1
60,1
93,1
49,1
82,1
140,1
53,1
57,1
127,1
57,1
47,1
58,1
121,1
87,1
2,1
1,1
100,1
133,1
126,1
77,1
133,1
131,1
57,1
0,1
72,1
136,1
116,1
70,1
102,1
32,1
43,1
124,1
79,1
118,1
76,1
63,1
34,1
133,1
99,1
29,1
115,1
127,1
6,1
64,1
101,1
19,1
33,1
28,1
13,1
134,1
45,1
142,1
136,1
120,1
140,1
150,1
4,1
112,1
0,1
53,1
64,1
142,1
127,1
53,1
72,1
9,1
37,1
133,1
127,1
133,1
115,1
64,1
148,1
106,1
124,1
143,1
47,1
54,1
118,1
53,1
79,1
130,1
88,1
8,1
142,1
36,1
19,1
77,1
32,1
14,1
