114,1
79,1
121,1
43,1
95,1
120,1
66,1
136,1
19,1
128,1
132,1
47,1
87,1
144,1
80,1
62,1
110,1
134,1
18,1
137,1
138,1
133,1
1,1
47,1
17,1
108,1
13,1
111,1
78,1
84,1
49,1
121,1
132,1
120,1
47,1
12,1
149,1
135,1
64,1
145,1
45,1
143,1
24,1
90,1
124,1
18,1
133,1
13,1
153,1
13,1
72,1
114,1
30,1
46,1
81,1
63,1
134,1
63,1
38,1
23,1
149,1
86,1
42,1
47,1
111,1
8,1
50,1
124,1
47,1
16,1
83,1
39,1
17,1
87,1
148,1
27,1
8,1
76,1
60,1
34,1
126,1
141,1
52,1
55,1
140,1
58,1
4,1
17,1
7,1
134,1
32,1
22,1
88,1
140,1
1,1
114,1
124,1
98,1
133,1
32,1
36,1
134,1
65,1
44,1
19,1
27,1
133,1
12,1
136,1
59,1
66,1
123,1
7,1
105,1
35,1
28,1
133,1
72,1
86,1
31,1
113,1
92,1
18,1
102,1
66,1
22,1
122,1
121,1
41,1
25,1
76,1
133,1
7,1
47,1
5,1
130,1
1,1
29,1
119,1
36,1
81,1
57,1
64,1
63,1
55,1
145,1
128,1
14,1
56,1
140,1
60,1
37,1
4,1
89,1
21,1
106,1
151,1
5,1
94,1
20,1
90,1
146,1
1,1
42,1
29,1
148,1
0,1
122,1
14,1
133,1
122,1
82,1
28,1
109,1
5,1
25,1
149,1
104,1
31,1
73,1
47,1
134,1
23,1
87,1
63,1
7,1
80,1
145,1
116,1
46,1
133,1
47,1
82,1
10,1
4,1
108,1
89,1
59,1
109,1
137,1
19,1
123,1
30,1
22,1
100,1
26,1
120,1
47,1
127,1
151,1
23,1
66,1
50,1
126,1
84,1
8,1
34,1
137,1
3,1
46,1
8,1
67,1
101,1
1,1
87,1
48,1
88,1
120,1
61,1
6,1
100,1
81,1
150,1
101,1
122,1
122,1
105,1
41,1
144,1
89,1
47,1
7,1
129,1
19,1
107,1
69,1
46,1
126,1
93,1
133,1
19,1
47,1
89,1
45,1
127,1
6,1
13,1
33,1
56,1
92,1
1,1
9,1
65,1
102,1
46,1
38,1
117,1
144,1
41,1
10,1
116,1
37,1
37,1
141,1
16,1
77,1
29,1
48,1
45,1
143,1
51,1
54,1
47,1
141,1
9,1
55,1
14,1
7,1
21,1
86,1
47,1
150,1
41,1
0,1
101,1
42,1
134,1
41,1
69,1
137,1
116,1
134,1
146,1
43,1
65,1
82,1
4,1
101,1
81,1
4,1
33,1
113,1
3,1
95,1
139,1
17,1
81,1
30,1
83,1
27,1
37,1
54,1
133,1
54,1
88,1
1,1
5,1
124,1
62,1
84,1
105,1
77,1
72,1
108,1
14,1
88,1
42,1
84,1
128,1
141,1
30,1
30,1
95,1
79,1
36,1
139,1
46,1
61,1
59,1
63,1
6,1
114,1
112,1
24,1
68,1
7,1
51,1
126,1
47,1
33,1
30,1
139,1
15,1
46,1
137,1
139,1
25,1
50,1
37,1
24,1
108,1
5,1
59,1
